centriods1,centriods2,centriods3,centriods4,centriods5,centriods6,centriods7,centriods8,centriods9,centriods10,centriods11,centriods12,centriods13,centriods14,centriods15,centriods16,centriods17,centriods18,centriods19,centriods20,centriods21,centriods22,centriods23,centriods24,centriods25,centriods26,centriods27,centriods28,centriods29,centriods30,centriods31,centriods32,centriods33,centriods34,centriods35,centriods36,centriods37,centriods38,centriods39,centriods40
1537.46212121212,24.0974025974026,1545.47062393785,30.408715707696,1547.26,35.2693129770992,1540.32112828858,36.9614863032276,1540.17378994202,37.252932452474,1540.31016542156,39.3189701173959,1543.06739295668,42.0225487712186,1543.24175824176,43.0888183980967,1544.94774226281,41.23833079655,1544.67501534684,44.5955801104972,1543.69949937422,42.2500625782228,1543.96525928743,41.2144034487131,1544.99855964384,39.2858452271835,1545.15667156404,35.7748096700948,1544.41827109446,38.9174311926606,1545.70971778118,35.6489642708189,1549.63680996288,39.7057837384744,1544.7798757764,41.8889440993789,1544.48075471698,42.34,1549.11559202814,45.3369284876905
1150.33034469018,49.9545726240287,1103.39838845685,52.5891501920735,1064.87564307256,54.9195494057123,1017.81525561266,57.0678928861239,980.324601464886,57.5936234381732,934.000908347715,61.8837314924153,897.452273138924,63.8067379097989,848.068473263973,65.5021372691346,807.669667416854,66.5850629323998,767.026353944563,68.2730063965885,726.468391056554,66.3895659798334,682.491194230124,65.7957900033546,640.710013908206,64.5918810848401,596.864560220112,61.3022987485577,557.252231136753,63.8770395745064,511.206552207428,61.8707953749124,471.67289546716,65.8964847363552,428.895647567758,68.455107265825,387.095006402049,70.0556551429791,351.053054662379,71.8909163987138
88.9725759970252,99.3596727712187,88.6409567976568,96.9277520136685,86.878286929621,102.196249033256,89.2737554463706,103.481969036804,89.5797963413535,103.782283500045,87.9267704857249,104.638672599184,87.5427089123587,106.227255882898,87.7322455034304,107.295661042092,87.7197909862835,107.943081086125,87.3591940495245,107.658789191225,87.2311065497294,105.686042172047,86.5327350023618,103.980160604629,86.8976941176471,101.580047058824,86.1085264046525,98.2556045399118,85.1913503123498,98.2888995675156,86.5658951346245,96.5161076995749,81.9185919682697,99.5651958353991,84.0365555664158,100.195484312384,91.665839390179,100.519234178337,87.6633690828402,101.880362426036
1540.77042290517,547.686016986253,1541.11004126547,550.06568088033,1543.76710884653,551.117719406132,1542.89131376115,552.926474408937,1539.39601357082,552.871670907549,1548.34375507552,551.742488224785,1544.0491730393,556.994664769696,1542.3976346912,557.244590451161,1544.43773747841,557.912435233161,1547.31209193001,559.186819883346,1532.88182238668,556.105766265803,1546.17433981932,555.069579569145,1543.21449226059,553.839343425753,1543.05609162233,549.965912165209,1540.54439996732,552.082836369578,1545.61036934281,547.63343159355,1544.96617428546,552.131282230574,1545.86794389326,554.192353746151,1547.38340336134,554.537552521008,1547.75173382495,557.32666139935
1150.06329363774,570.796039213106,1112.49510517264,572.692022754333,1067.1524078558,575.797888081786,1027.06323037079,577.306045101383,987.003143812709,579.054983277592,943.622038201161,583.907761121857,915.394565610315,580.553500421738,854.561437279435,585.739813923645,815.750068946498,586.88472145615,775.304216669946,589.476949308151,735.819358354336,587.550030651863,689.991468136772,586.937192360701,643.662365728087,586.034449882413,606.53616028544,582.016193220804,103.26057095573,582.221597021101,103.802651201326,579.003314001657,103.122140591084,580.157622307564,103.356077461887,580.030984754841,102.931466778103,579.19356456331,102.555380403219,579.797062971874
106.926582902193,599.656894144699,106.689545758183,599.011189044756,106.789788559253,599.937633174889,104.817797911548,596.22089987715,105.723425036627,598.827038906072,104.686365137009,598.785242654341,105.242724049798,599.150465825707,105.249897279974,598.916509162626,104.712014519056,594.912014519056,103.224442858276,594.176857799984,104.523263433814,593.725753604194,104.125266962379,590.825036964022,104.227850189738,587.226200296981,103.487693188323,583.089377708725,563.793760596812,584.824143777552,520.263957361759,583.760692871419,480.17907227616,588.117313915858,437.448962276465,589.712570160553,400.71625563511,591.288981702466,373.286050655466,592.424844088074
1538.0789363191,1052.10545836249,1539.36775492593,1054.16776930821,1539.47225971443,1054.58350500817,1539.54418442194,1055.07474676912,1540.49604386452,1054.02283453637,1539.3949175338,1054.32257379486,1540.33433210229,1055.94892341997,1539.94178925882,1054.47448440909,1539.39051399916,1054.24495055022,1541.0625669595,1053.56731662024,1531.50654118275,1051.16059271125,1539.57813061283,1047.2626625476,1537.73671428571,1044.67307142857,1537.8263795424,1040.27661684494,1539.50785115079,1041.2750412275,1539.46607206564,1037.96889047449,1537.90708339213,1039.30633554395,1538.55033271981,1040.09408183491,1538.49894351317,1039.26405127483,1540.19916008257,1040.70154459392
1148.53134664043,1063.401068316,1109.53247910864,1067.13905292479,1069.50035265076,1069.064652639,1026.40357863728,1072.42529049152,980.991724446433,1074.39951912324,941.469051859047,1078.10906049323,900.583654670094,1080.89465509854,859.56139683919,1081.5347852061,819.121132641045,1084.02863719088,773.487927350427,1086.4764957265,735.136744739547,1084.27354357116,692.734623959976,1084.39675893197,649.902678619357,1083.90423533201,607.738469168458,1081.08502782829,573.667685255921,1084.34290079668,532.93888242142,1083.30177796592,491.368870555426,1086.98878689287,122.495635491607,1088.6429736211,122.208276666019,1087.78502040023,123.216326144533,1088.73202799849
121.031741352201,1108.81279481132,121.682229065263,1108.19996026622,121.630798517183,1108.48782687105,122.262155388471,1108.94185463659,124.377034712689,1108.75191213964,120.865831147382,1107.2805790343,119.082947530864,1107.5697337963,121.960881652105,1107.01062351072,123.894072393727,1106.46355656376,121.387236131566,1105.80098183603,121.604778156997,1102.58010726475,121.48082165109,1099.05169392523,122.93728631435,1095.77972062128,117.961722929349,1091.48422800221,118.825361717814,1090.5418855405,123.601927710843,1087.63498795181,122.165521246733,1088.96999322428,445.375126752162,1088.81556814793,408.720458984375,1091.04321289063,378.240133540002,1093.4904614284
1545.48018104512,1576.07708133315,1545.78072909608,1577.50379455211,1550.89269377382,1578.12414231258,1541.99388209121,1580.12214961068,1545.96402589602,1579.65981445638,1543.37237785898,1580.37758830694,1548.76863333768,1583.06526563112,1548.91734882493,1581.69375495115,1551.1266768877,1582.64628848857,1544.81902910017,1582.55478074293,1544.08085984294,1579.75163050712,1543.91596806387,1578.05881570193,1542.46731514863,1575.40589075573,1546.97249739312,1571.95235922836,1548.63562992126,1573.49081364829,1550.0238938623,1570.20680105622,1546.7841819751,1570.83842929355,1540.0804368732,1573.19384530842,1539.63261016949,1573.79416949153,1541.51488176135,1575.76963848872
150.794508975713,1600.35512143611,151.473469387755,1601.17938252224,149.330644327231,1603.744440997,149.984703220941,1604.4773241409,149.758268637669,1604.58928001702,148.863878326996,1605.20640956002,146.572064434082,1606.31167867741,144.613931651927,1607.00862539579,144.358034067484,1607.64554627319,144.778773793714,1608.08200531208,142.687992988606,1604.93799298861,141.832479005344,1603.17700948849,141.246865118308,1600.94471704285,139.756887279113,1597.35649215234,136.513032285745,1597.81518824413,135.958875868056,1596.19118923611,136.137354887707,1598.14570901595,137.114620938628,1598.6627933213,134.276381909548,1598.93030369237,132.246435845214,1600.77553864294
585.3345317772,1623.59876099342,615.710422094841,1624.55455966649,651.099152057431,1625.23544712064,683.764154364154,1624.22123802124,717.832399131445,1624.84840680705,757.253850864384,1625.77657920769,775.421365269461,1626.49480239521,811.450514479686,1621.47926169513,851.348,1615.12342857143,893.493519904993,1623.47720349047,922.238102305333,1618.93390719303,951.950952927669,1618.32578645235,979.449896368388,1614.6210237001,1012.32813721658,1607.61982017201,1045.11034550164,1609.44895665347,1074.89874679578,1606.25206493876,1110.25049164208,1605.88397246804,1146.01539283286,1606.69981548024,1179.41580362478,1604.9747560247,1215.27526935605,1605.29396141318
